ברקוד,מותג,יצרן,שם מוצר,מועד עדכון ברקודים,סטאטוס סימון
7290111560538,אסם,אסם,אסם קמח שמרים עם 30% חיטה מלאה10*1קג,ברקודים חדשים,
7290111560552,אסם,אסם,מנה חמה שיפר מבצעים 5.15קג,ברקודים חדשים,
7290111560583,אסם,אסם,אסם קמח תופח עם 30% חיטה מלאה 10*1קג,ברקודים חדשים,
7290111560606,אסם,אסם,מנה חמה קוסקוס עגבניות פיקנטי 12*87גרם,ברקודים חדשים,
7290111560736,אסם,אסם,אסם קרקר זהב מאח.קדמ 6 2*150גרם,ברקודים חדשים,
7290111560811,אסם,אסם,ביסלי מאנץ אמריקאי 20*40גרם,ברקודים חדשים,
7290111560859,אסם,אסם,אסם שיפר עלוקה זוג מרקים נמסים 2.68קג,ברקודים חדשים,
7290111560897,אסם,אסם,אסם מארז עוגיות שוקוצ'יפס קדמ.6 2*200גרם,ברקודים חדשים,
7290111560910,אסם,אסם,אסם וופל בטעם שוקולד 24*200גרם 2017,ברקודים חדשים,
7290111561030,אסם,אסם,אסם קרמוגית במילוי שוקולד מארז6 2*200גרם,ברקודים חדשים,
7290111562303,אסם,אסם,נסטלה שלג.שוקו מצפ.פרווה בדצ48*55גרם-חדש,ברקודים חדשים,
7290111562440,אסם,אסם,אסם קר.עסקה מרקי בישול ותבש.ממע.4.20קג,ברקודים חדשים,
7290111562716,אסם,אסם,אסם פתי בר פלוס 12*500גרם,ברקודים חדשים,
7290111562747,אסם,אסם,ערגליות מייפל 6*300גרם,ברקודים חדשים,
7290111562761,אסם,אסם,אסם קרטון עסקה מרקי זוגות ממע.4.43קג,ברקודים חדשים,
7290111562990,אסם,אסם,אסם זוג מרק נמס עדשים בדצ 14*34ג,ברקודים חדשים,
7290111563010,אסם,אסם,אסם זוג מרק נמס עגבניות פיקנטי בדצ12*50ג,ברקודים חדשים,
7290111563072,אסם,אסם,אסם זוגות מרק עוף אטריות וקרוטונים10*46ג,ברקודים חדשים,
7290111563140,אסם,אסם,סלטי צבר חומוס סמיר הגדול מוגדל 6*600גרם,ברקודים חדשים,
7290111563287,אסם,אסם,סלטי צבר פלפלים רפי 6*240גרם,ברקודים חדשים,
7290111563300,אסם,אסם,סלטי צבר טחינה רפי 6*250גרם,ברקודים חדשים,
7290111563379,אסם,אסם,סלטי צבר מטבוחה מרוקאית רפי 6*240גרם,ברקודים חדשים,
7290111563393,אסם,אסם,סלטי צבר חומוס סמיר הגדול חריף 6*400גרם,ברקודים חדשים,
7290111563416,אסם,אסם,סלטי צבר טחינה פיקנטית מלך החומוס 6*400ג,ברקודים חדשים,
7290111563515,אסם,אסם,אסם זוג מרק נמס ירקות כתומים 14*44גרם,ברקודים חדשים,
7290111563546,אסם,אסם,אסם אבקת מרק עדשים רכיבים טבעיים6*220גרם,ברקודים חדשים,
7290111563560,אסם,אסם,אסם א.מרק קטניות פיקנטי ר.טבעי 6*220גרם,ברקודים חדשים,
7290111563683,אסם,אסם,בית השיטה מלפ.מלח פרוסות.א2 12*320גרם,ברקודים חדשים,
7290111563713,אסם,אסם,טבעול שניצל מן הצומח עם חלבון6*664ג,ברקודים חדשים,
7290111563898,אסם,אסם,אסם פודינג לימון 12*83גרם,ברקודים חדשים,
7290111563928,אסם,אסם,אפרופו שוקולד מצונן 36*40גרם,ברקודים חדשים,
7290111564192,אסם,אסם,לה פרוטה משפחתית מנגו 6*470גרם,ברקודים חדשים,
7290111564215,אסם,אסם,לה פרוטה משפחתית קקס.אנס+חתכ.אנס6*490גרם,ברקודים חדשים,
7290111564277,אסם,אסם,פיטנס פריכיות 3 דגנים דקות 12*120גרם,ברקודים חדשים,
7290111564314,אסם,אסם,סלטי צבר כרוב אדום 7% 6*250גרם,ברקודים חדשים,
7290111564338,אסם,אסם,סלטי צבר חציל על האש 7% 6*250גרם,ברקודים חדשים,
7290111564352,אסם,אסם,סלטי צבר חומוס 7% 6*250גרם,ברקודים חדשים,
7290111564383,אסם,אסם,ביסלי גריל ייעודי מאח.4 10*50גרם,ברקודים חדשים,
7290111564406,אסם,אסם,ביסלי ברביקיו ייעודי מאח.4 10*50גרם,ברקודים חדשים,
7290111564543,אסם,אסם,לה פרוטה רימון תפוח 36*70גרם 2018,ברקודים חדשים,
7290111564642,אסם,אסם,טבעול המבורגר מן הצומח 6*630גרם,ברקודים חדשים,
7290111564666,אסם,אסם,טבעול כדורי בשר מן הצומח 6*500גרם,ברקודים חדשים,
7290111564727,אסם,אסם,אסם קרמוגית במילוי קרם אגוזים12*200ג חדש,ברקודים חדשים,
7290111564741,אסם,אסם,ערגליות פטל 6*300גרם,ברקודים חדשים,
7290111564819,אסם,אסם,אח של ביסלי מעושן 30*70גרם,ברקודים חדשים,
7290111564857,אסם,אסם,במבה מארז ייעודי 12 10*30גרם,ברקודים חדשים,
7290111564932,אסם,אסם,אח של ביסלי ספייסי צ'ילי 30*70גרם,ברקודים חדשים,
7290111564956,אסם,אסם,ביסלי במבה מיקס 18*200גרם,ברקודים חדשים,
7290111564987,אסם,אסם,אסם טעם עוף ר.ט. 33% דל נתרן 6*300גרם,ברקודים חדשים,
7290111565007,אסם,אסם,אסם עוף אמיתי ר.ט. 33% דל נתרן 6*300גרם,ברקודים חדשים,
7290111565052,אסם,אסם,לה פרוטה מאגדת יוגורט תות 8 5*60גרם,ברקודים חדשים,
7290111565083,אסם,אסם,במבה מארז 6 15*25גרם,ברקודים חדשים,
7290111565120,אסם,אסם,אקסטרים לוז ליבה ומטבע שוקולד חלב18*115ג,ברקודים חדשים,
7290111565144,אסם,אסם,אקסטרים ונל.פליק שקדים ומטבע לבן18*115ג,ברקודים חדשים,
7290111565311,אסם,אסם,לחמית פולי קקאו 12*160גרם,ברקודים חדשים,
7290111565335,אסם,אסם,לחמית זיתים 12*170גרם,ברקודים חדשים,
7290111565373,אסם,אסם,אסם קטשופ טוסט 9*750גרם,ברקודים חדשים,
7290111565465,אסם,אסם,לחמית עשבי תיבול 12*170גרם,ברקודים חדשים,
7290111565588,אסם,אסם,טבעול שניצל תירס עדה חרדית 5*1.75קג,ברקודים חדשים,
7290111565601,אסם,אסם,טבעול נקנ.מן הצומח עדה חרדית 5*1.75קג,ברקודים חדשים,
7290111565656,אסם,אסם,במבה נוגט 40*150גרם,ברקודים חדשים,
7290111565847,אסם,אסם,במבה לבבות 40*80גרם,ברקודים חדשים,
7290111565892,אסם,אסם,שיפר במבה משפחתי 10.75קג,ברקודים חדשים,
7290111565908,אסם,אסם,שיפר במבה 5.4 קג שוק פרטי,ברקודים חדשים,
7290111565960,אסם,אסם,אסם וופל בטעם לימון שוק פרטי 24*200גרם,ברקודים חדשים,
7290111566035,אסם,אסם,אסם שיפר רגע חם מרקים נמסים 9.89קג,ברקודים חדשים,
7290111566066,אסם,אסם,במבה ביסלי בצל מיקס 36*80גרם,ברקודים חדשים,
7290111566080,אסם,אסם,במבה לבבות מארז 15 8*25גרם,ברקודים חדשים,
7290111566103,אסם,אסם,טבעול פלאפל מרכיבים ביתיים בלבד 6*590גרם,ברקודים חדשים,
7290111566172,אסם,אסם,במבה לבבות 45*60גרם,ברקודים חדשים,
7290111566226,אסם,אסם,טבעול שניצל ברוקולי 6*664גרם,ברקודים חדשים,
7290111566240,אסם,אסם,טבעול שניצל דק בטעם צילי חריף 8*564גרם,ברקודים חדשים,
7290111566271,אסם,אסם,טבעול חטיפי תירס 6*657גרם,ברקודים חדשים,
7290111566295,אסם,אסם,טבעול שווארמה צמחונית 6*500גרם,ברקודים חדשים,
7290111566318,אסם,אסם,טבעול שניצל דק מן הצומח 8*564גרם,ברקודים חדשים,
7290111566332,אסם,אסם,טבעול נקניקיות וינר צמחוניות 6*680גרם,ברקודים חדשים,
7290111566356,אסם,אסם,רולר לבן בדצ 28*83גרם,ברקודים חדשים,
7290111566394,אסם,אסם,אסם פתיתים אפויים אורז מאח6 2*500גרם,ברקודים חדשים,
7290111566417,אסם,אסם,טבעול טחון צמחוני 6*500גרם,ברקודים חדשים,
7290111566547,אסם,אסם,טבעול חזה בגריל צמחוני 6*560גרם,ברקודים חדשים,
7290111566561,אסם,אסם,טבעול שניצל ברוקולי 99 קלוריות 6*560ג,ברקודים חדשים,
7290111566585,אסם,אסם,טבעול שניצל צמחוני 99 קלוריות 6*650גרם,ברקודים חדשים,
7290111566646,אסם,אסם,אח של ביסלי סלסה פיקנטית מאח.6 9*20גרם,ברקודים חדשים,
7290111566691,אסם,אסם,טבעול שניצל תרד 99 קלוריות 6*560גרם,ברקודים חדשים,
7290111566714,אסם,אסם,טבעול המבורגר צמחוני 99 קלוריות 6*600ג,ברקודים חדשים,
7290111566738,אסם,אסם,טבעול מיני המבורגר פטריות 6*585גרם,ברקודים חדשים,
7290111566752,אסם,אסם,טבעול שניצל תירס 99 קלוריות 6*693גרם,ברקודים חדשים,
7290111566776,אסם,אסם,טבעול נקניקיות קוקטייל צמחוניות6*680גרם,ברקודים חדשים,
7290111566790,אסם,אסם,אסם שיפר חדשנות אימפלס 7.1קג,ברקודים חדשים,
7290111567018,אסם,אסם,אסם פירורית זהב כוסמין 12*200גרם,ברקודים חדשים,
7290111567063,אסם,אסם,לחמית צימוקים 12*160גרם,ברקודים חדשים,
7290111567117,אסם,אסם,אסם פתיתים פלוס 50% יותר חלבון 12*400גרם,ברקודים חדשים,
7290111567179,אסם,אסם,נסטלה מאגדת שעת סיפור 6 5*65גרם,ברקודים חדשים,
7290111567537,אסם,אסם,נסטלה מאגד.קרח.דבדבן.אנס.מ.מיחדת7 10*70ג,ברקודים חדשים,
7290111568824,אסם,אסם,אסם קטשופ נוסטלגיה שופרסל 9*750גרם,ברקודים חדשים,
7290111568848,אסם,אסם,אסם שקדי מרק נוסטלגיה שופרסל 12*400גרם,ברקודים חדשים,
7290111568862,אסם,אסם,אסם פודינג וניל במהדורה נוסטלגית 12*80ג,ברקודים חדשים,
7290111568909,אסם,אסם,אסם פתיתים אורז נוסטלגיה 12*500גרם,ברקודים חדשים,
7290111569005,אסם,אסם,ביסלי גריל מארז נוסטלגיה 12 2*200גרם,ברקודים חדשים,
7290111569159,אסם,אסם,במבה קלאסי מארז נוסטלגיה 8 6*50גרם,ברקודים חדשים,
7290111569197,אסם,אסם,אסם פתי בר נוסטלגיה 12*500גרם,ברקודים חדשים,
7290111569210,אסם,אסם,ערגליות תות שדה נוסטלגיה 6*300גרם,ברקודים חדשים,
7290111569234,אסם,אסם,ערגליות שוקולד נוסטלגיה 6*300גרם,ברקודים חדשים,
7290111569258,אסם,אסם,צבר חומוס אבו מרוואן נוסטלגיה 6*400גרם,ברקודים חדשים,
7296058000021,פרח,"פרח תעשיות מזון בע""מ",פריכיות אורז מלא ותירס פרח (100 גרם),ברקודים חדשים,
7296058000038,פרח,"פרח תעשיות מזון בע""מ",פריכיות אורז ושיבולת שועל פרח (100 גרם),ברקודים חדשים,
7296058000045,פרח,"פרח תעשיות מזון בע""מ",פריכיות אורז מלא וכוסמת פרח (100 גרם),ברקודים חדשים,
7296058000052,פרח,"פרח תעשיות מזון בע""מ",פריכיות חמישה דגנים פרח (100 גרם),ברקודים חדשים,
7296058000120,פרח,"פרח תעשיות מזון בע""מ",פריכיות מיני דגנים מלאים פרח (40 גרם),ברקודים חדשים,
7296058000137,פרח,"פרח תעשיות מזון בע""מ",פריכיות ברביקיו פרח (40 גרם),ברקודים חדשים,
7296058000304,פרח,"פרח תעשיות מזון בע""מ",פריכיות בטעם תפוח וקינמון פרח (40 גרם),ברקודים חדשים,
7296058000311,פרח,"פרח תעשיות מזון בע""מ",פריכיות זעתר ושמן זית פרח (40 גרם),ברקודים חדשים,
7296058000373,פרח,"פרח תעשיות מזון בע""מ",פריכיות דקות מאורז מלא פרח  (100 גרם),ברקודים חדשים,
7296058000380,פרח,"פרח תעשיות מזון בע""מ",פריכיות אורז דקות עם תירס פרח (100 גרם),ברקודים חדשים,
7296058000397,פרח,"פרח תעשיות מזון בע""מ",פריכיות דקות אורז וקצח פרח (100 גרם),ברקודים חדשים,
7296058000403,פרח,"פרח תעשיות מזון בע""מ",פריכיות דקות אורז מלא וכוסמת פרח (100 גרם),ברקודים חדשים,
7296058000526,פרח,"פרח תעשיות מזון בע""מ",פריכיות כוסמת פרח (130 גרם),ברקודים חדשים,
7296073006176,סוגת PL,שופרסל,"סוכר שופרסל 1 ק""ג",ברקודים חדשים,
7296073006374,כד בני דרום,שופרסל,560חרוזי זיתים ירוק.שופר,ברקודים חדשים,
7296073006381,כד בני דרום,שופרסל,מנזנילו בינונ.שופרסל560ג,ברקודים חדשים,
7296073006398,כד בני דרום,שופרסל,מנזנילו גדול ירוק 560 גר,ברקודים חדשים,
7296073006404,כד בני דרום,שופרסל,מלפפון במלח7-9 שופר.560ג,ברקודים חדשים,
7296073006411,כד בני דרום,שופרסל,מלפ.במלח 10-12שופרסל560ג,ברקודים חדשים,
7296073006428,כד בני דרום,שופרסל,מלפ.במלח 13-17שופרסל560ג,ברקודים חדשים,
7296073006435,כד בני דרום,שופרסל,מלפ.במלח 18-25שופרסל560ג,ברקודים חדשים,
7296073013082,כד בני דרום,שופרסל,חרוזי זיתים שופרסל1.25קג,ברקודים חדשים,
7296073021568,טחנות ישראליות ,שופרסל,"קמח לבן   1ק""ג",ברקודים חדשים,
7296073021575,טחנות ישראליות ,שופרסל,"קמח תופס 1ק""ג",ברקודים חדשים,
7296073021582,טחנות ישראליות ,שופרסל,"סולת חיטה 1ק""ג",ברקודים חדשים,
7296073049654,כד בני דרום,שופרסל,טבעות זיתים ירוקים 560גר,ברקודים חדשים,
7296073066323,אחדות PL,שופרסל,חלווה וניל עם פיסטוקים 250 גרם שופרסל,ברקודים חדשים,
7296073066330,אחדות PL,שופרסל,חלווה מעודנת 400 גרם שופרסל,ברקודים חדשים,
7296073066347,אחדות PL,שופרסל,חלווה מסולסלת 250 גרם שופרסל,ברקודים חדשים,
7296073066354,אחדות PL,שופרסל,חטיפי חלווה וניל 250 גרם שופרסל,ברקודים חדשים,
7296073074434,.P.L גטניו,שופרסל,פתי בר גדול שופרסל500גרם,ברקודים חדשים,
7296073074441,.P.L גטניו,שופרסל,500פתי בר שוקו גדול שופר,ברקודים חדשים,
7296073074533,P.L זנלכל בעמ,שופרסל,חומץ טבעי 5% שופרסל 1 ל,ברקודים חדשים,
7296073078883,נועם אורים,שופרסל,שופרסל: 9 מטליות מותג,ברקודים חדשים,
7296073078890,נועם אורים,שופרסל,שופרסל: 15 מטליות מותג,ברקודים חדשים,
7296073078975,פרח P.L.,שופרסל,פריכיות אורז מלא 100 גרם שופרסל,ברקודים חדשים,
7296073078982,פרח P.L.,שופרסל,פריכיות אורז מלא 100 גרם - חמישה דגנים שופרסל,ברקודים חדשים,
7296073078999,פרח P.L.,שופרסל,פריכיות אורז מלא ושיבולת שועל 100 גרם שופרסל,ברקודים חדשים,
7296073079019,פרח P.L.,שופרסל,פריכיות דקות אורז מלא וקצח 100 גרם שופרסל,ברקודים חדשים,
7296073080497,ויטה פרי גליל ,שופרסל,שעועית אפויה שופרסל 570ג,ברקודים חדשים,
7296073080503,ויטה פרי גליל ,שופרסל,אפונה גדולה שופרסל550גרם,ברקודים חדשים,
7296073080510,ויטה פרי גליל ,שופרסל,חומוס שלם שופרסל 560 גרם,ברקודים חדשים,
7296073080527,ויטה פרי גליל ,שופרסל,תירס ואקום שופרסל 340 גר,ברקודים חדשים,
7296073080534,ויטה פרי גליל ,שופרסל,תירס מתוק שופרסל 550 גרם,ברקודים חדשים,
7296073080541,ויטה פרי גליל ,שופרסל,אפונה וגזר שופרסל 550 גר,ברקודים חדשים,
7296073080558,ויטה פרי גליל ,שופרסל,תירס לייט שופרסל 550 גרם,ברקודים חדשים,
7296073081241,"מאיר את בייגל תעשיות בע""",שופרסל,בייגלה שמיניות מלוחות 400 גרם שופרסל,ברקודים חדשים,
7296073093169,כד בני דרום,שופרסל,פלפל חריף שיפקה שופר540ג,ברקודים חדשים,
7296073094197,PL ש.שוורץ,שופרסל,שעווה טבעית שופר.פח 500ג,ברקודים חדשים,
7296073094203,PL ש.שוורץ,שופרסל,שעווה טבעית למיקרו 500גר,ברקודים חדשים,
7296073094463,אחדות PL,שופרסל,חלווה שיש וניל ושוקו 400 גרם שופרסל,ברקודים חדשים,
7296073094746,אחדות PL,שופרסל,חלווה וניל 400 גרם שופרסל,ברקודים חדשים,
7296073094753,אחדות PL,שופרסל,בלוק חלווה וניל 500 גרם שופרסל,ברקודים חדשים,
7296073095552,PL ש.שוורץ,שופרסל,מסיר לק כחול שופרסל150מל,ברקודים חדשים,
7296073095569,PL ש.שוורץ,שופרסל,מסיר לק ורוד שופרסל150מל,ברקודים חדשים,
7296073095576,PL ש.שוורץ,שופרסל,מסיר לק סגול שופרסל150מל,ברקודים חדשים,
7296073095583,PL ש.שוורץ,שופרסל,"אצטון שופרסל 100 מ""ל",ברקודים חדשים,
7296073098256,ויטה פרי גליל ,שופרסל,800 אפונה מוקפאת שופרסל,ברקודים חדשים,
7296073098256,ויטה פרי גליל ,שופרסל,אפונה ירוקה קפואה 800 גרם שופרסל,ברקודים חדשים,
7296073098263,ויטה פרי גליל ,שופרסל,800גזר גמדי מוקפא שופרסל,ברקודים חדשים,
7296073098263,ויטה פרי גליל ,שופרסל,גזר גמדי קפוא 800 גרם שופרסל,ברקודים חדשים,
7296073098270,ויטה פרי גליל ,שופרסל,אפונה וגזר מוקפא שופרסל,ברקודים חדשים,
7296073098270,ויטה פרי גליל ,שופרסל,אפונה וגזר קפואים 800 גרם שופרסל,ברקודים חדשים,
7296073098287,ויטה פרי גליל ,שופרסל,800 לקט בורגונדי שופרסל,ברקודים חדשים,
7296073098287,ויטה פרי גליל ,שופרסל,לקט בורגונדי קפוא 800 גרם שופרסל,ברקודים חדשים,
7296073098294,ויטה פרי גליל ,שופרסל,800 ברוקולי מוקפא שופרסל,ברקודים חדשים,
7296073098294,ויטה פרי גליל ,שופרסל,ברוקולי קפוא 800 גרם שופרסל,ברקודים חדשים,
7296073106241,נועם אורים,שופרסל,שופרסל 6 מטליות רצפה,ברקודים חדשים,
7296073106258,נועם אורים,שופרסל,שופרסל: 3 סחבות לרצפה,ברקודים חדשים,
7296073107989,ויטה פרי גליל ,שופרסל,גרעיני תירס שופרסל 800 ג,ברקודים חדשים,
7296073107989,ויטה פרי גליל ,שופרסל,גרעיני תירס קפואים 800 גרם שופרסל,ברקודים חדשים,
7296073107996,ויטה פרי גליל ,שופרסל,פול ירוק שופרסל 800 גרם,ברקודים חדשים,
7296073107996,ויטה פרי גליל ,שופרסל,פול ירוק קפוא 800 גרם שופרסל,ברקודים חדשים,
7296073108023,ויטה פרי גליל ,שופרסל,שעועית ירוקה חתוכה שופרס,ברקודים חדשים,
7296073108023,ויטה פרי גליל ,שופרסל,שעועית ירוקה חתוכה קפואה 800 גרם שופרסל,ברקודים חדשים,
7296073108047,ויטה פרי גליל ,שופרסל,שעועית ירוקה שלמה שופרסל,ברקודים חדשים,
7296073108047,ויטה פרי גליל ,שופרסל,שעועית ירוקה קפואה 800 גרם שופרסל,ברקודים חדשים,
7296073108061,ויטה פרי גליל ,שופרסל,קלחי תירס שופרסל 1 קג,ברקודים חדשים,
7296073108061,ויטה פרי גליל ,שופרסל,"קלחוני תירס 1 ק""ג שופרסל",ברקודים חדשים,
7296073108085,ויטה פרי גליל ,שופרסל,שעועית צהובה חתוכה שופרס,ברקודים חדשים,
7296073108085,ויטה פרי גליל ,שופרסל,שעועית צהובה חתוכה קפואה 800 גרם שופרסל,ברקודים חדשים,
7296073108108,ויטה פרי גליל ,שופרסל,לקט ירקות מעורבים קפואים 800 גרם שופרסל,ברקודים חדשים,
7296073108122,ויטה פרי גליל ,שופרסל,לקט סיני שופרסל 800 גרם,ברקודים חדשים,
7296073108122,ויטה פרי גליל ,שופרסל,לקט סיני קפוא 800 גרם שופרסל,ברקודים חדשים,
7296073108146,ויטה פרי גליל ,שופרסל,400תחתיות ארטישוק שופרסל,ברקודים חדשים,
7296073108443,טחנות ישראליות ,שופרסל,"קמח מלא  1ק""ג",ברקודים חדשים,
7296073109457,.P.L ברמן שוקולד ועוגיות,שופרסל,עוג.ממולאות שוק.שופר300ג,ברקודים חדשים,
7296073109457,ברמן,שופרסל,עוגיות ממולאות בטעם שוקולד 300 גרם שופרסל,ברקודים חדשים,
7296073109464,.P.L ברמן שוקולד ועוגיות,שופרסל,עוג.ממולאות תות שופר300ג,ברקודים חדשים,
7296073109464,ברמן,שופרסל,עוגיות ממולאות בטעם תות 300 גרם שופרסל,ברקודים חדשים,
7296073117094,.P.L מ.סידס ובנו בעמ,שופרסל,300שוק.צ'יפס מריר שופרסל,ברקודים חדשים,
7296073117865,"P.L קבוצת יבנה אגש""ח",שופרסל,טבעות זיתים מושחר 560 גר,ברקודים חדשים,
7296073117872,"P.L קבוצת יבנה אגש""ח",שופרסל,560חרוזי זיתים מושחר שופ,ברקודים חדשים,
7296073121589,"מאיר את בייגל תעשיות בע""",שופרסל,בייגלה אצבעות שומשום 330 גרם שופרסל,ברקודים חדשים,
7296073123712,מיה מוצרי מזון,שופרסל,"תמצית רום שופרסל 50 מ""ל",ברקודים חדשים,
7296073123729,מיה מוצרי מזון,שופרסל,"תמצית וניל שופרסל 50 מ""ל",ברקודים חדשים,
7296073124160,מוצרי שום ותיבול דורות א,שופרסל,80 שום קפוא מגשית שופרסל,ברקודים חדשים,
7296073124177,מוצרי שום ותיבול דורות א,שופרסל,200שום כתוש צנצנת שופרסל,ברקודים חדשים,
7296073125303,"P.L קבוצת יבנה אגש""ח",שופרסל,מלפפונים בחומץ 7-9 540גר,ברקודים חדשים,
7296073125310,"P.L קבוצת יבנה אגש""ח",שופרסל,20%+מלפפונ.בחומץ7-9 560ג,ברקודים חדשים,
7296073125327,"P.L קבוצת יבנה אגש""ח",שופרסל,מלפפונים בחומץ10-12 540ג,ברקודים חדשים,
7296073125334,"P.L קבוצת יבנה אגש""ח",שופרסל,מלפפונים בחומץ13-17 540ג,ברקודים חדשים,
7296073125341,"P.L קבוצת יבנה אגש""ח",שופרסל,מלפפונים בחומץ18-25 540ג,ברקודים חדשים,
7296073125358,כד בני דרום,שופרסל,20%+מלפפ.במלח7-9שופר560ג,ברקודים חדשים,
7296073128175,שניב,שניב,טואלט יש 32,ברקודים חדשים,
7296073128182,שניב,שניב,טואלט יש 48,ברקודים חדשים,
7296073128199,שניב,שניב,מגבות יש 12,ברקודים חדשים,
7296073132189,.P.L ברמן שוקולד ועוגיות,שופרסל,עוג.ממולא תות שופרסל900ג,ברקודים חדשים,
7296073132189,ברמן,שופרסל,עוגיות ממולאות בטעם תות 900 גרם שופרסל,ברקודים חדשים,
7296073132196,.P.L ברמן שוקולד ועוגיות,שופרסל,900עוג.ממולא.שוקו שופרסל,ברקודים חדשים,
7296073132196,ברמן,שופרסל,עוגיות ממולאות בטעם שוקולד 900 גרם שופרסל,ברקודים חדשים,
7296073132806,"P.L קבוצת יבנה אגש""ח",שופרסל,חרוזי זיתים שופרסל560גרם,ברקודים חדשים,
7296073134107,שניב,שניב,ממחטות יש חמישיה,ברקודים חדשים,
7296073134121,שניב,שניב,טואלט חתוך יש עשיריה,ברקודים חדשים,
7296073134152,שניב,שניב,מפיות יש 100,ברקודים חדשים,
7296073140801,אחדות PL,שופרסל,חטיף חלווה וניל 100 גרם שופרסל,ברקודים חדשים,
7296073151548,"P.L-חברת המלח בע""מ",שופרסל,מלח בישול גס שופרסל 1 קג,ברקודים חדשים,
7296073151555,"P.L-חברת המלח בע""מ",שופרסל,מלח שולחן דק שופרסל 1 קג,ברקודים חדשים,
7296073169239,P.L זנלכל בעמ,שופרסל,רוטב עגבניות לשקשוקה260ג,ברקודים חדשים,
7296073169246,P.L זנלכל בעמ,שופרסל,רוטב עגבניות לפסטה260גרם,ברקודים חדשים,
7296073169253,P.L זנלכל בעמ,שופרסל,רוטב עגבניות עם שום260גר,ברקודים חדשים,
7296073169260,P.L זנלכל בעמ,שופרסל,עגבנ.מרוסקות שופרסל260גר,ברקודים חדשים,
7296073170853,"PL תפוגן בע""מ",שופרסל,צ'יפס קלאסי שופרסל 2.5קג,ברקודים חדשים,
7296073170860,"PL תפוגן בע""מ",שופרסל,צ'יפס קלאסי שופרסל 1.5קג,ברקודים חדשים,
7296073170877,"PL תפוגן בע""מ",שופרסל,1.5 צ'יפס אמריקאי שופרסל,ברקודים חדשים,
7296073170884,"PL תפוגן בע""מ",שופרסל,סטייק צ'יפס שופרסל 1.5קג,ברקודים חדשים,
7296073170891,"PL תפוגן בע""מ",שופרסל,צ'יפס זיגזג שופרסל 1.5קג,ברקודים חדשים,
7296073173304,טחנות ישראליות ,שופרסל,"קמח לאפית לחם 1ק""ג",ברקודים חדשים,
7296073173311,טחנות ישראליות ,שופרסל,"קמח מועשר  1ק""ג",ברקודים חדשים,
7296073173335,טחנות ישראליות ,שופרסל,"קמח שיפון מלא 1ק""ג",ברקודים חדשים,
7296073180876,PL ש.שוורץ,שופרסל,טלק ריחני שופרסל 200 גרם,ברקודים חדשים,
7296073190615,פרח P.L.,שופרסל,מארז פריכיות אורז מלא 8*4 264 גרם שופרסל ,ברקודים חדשים,
7296073191445,PL גליל כימיקלים,שופרסל,ג'ל מסיר כתמים שופרסל3ל,ברקודים חדשים,
7296073191452,PL גליל כימיקלים,שופרסל,"מסיר כתמים מרסס 750 מ""ל",ברקודים חדשים,
7296073192596,ויטה פרי גליל ,שופרסל,לקט ירקות קפואים לחמין 800 גרם שופרסל,ברקודים חדשים,
7296073192619,ויטה פרי גליל ,שופרסל,לקט ירקות קפואים לקוסקוס 800 גרם שופרסל,ברקודים חדשים,
7296073192633,ויטה פרי גליל ,שופרסל,שעועית לבנה שופרסל 800גר,ברקודים חדשים,
7296073192633,ויטה פרי גליל ,שופרסל,שעועית לבנה קפואה 800 גרם שופרסל,ברקודים חדשים,
7296073192657,ויטה פרי גליל ,שופרסל,גרגרי חומוס שופרסל 800גר,ברקודים חדשים,
7296073192657,ויטה פרי גליל ,שופרסל,גרגירי חומוס קפואים 800 גרם שופרסל,ברקודים חדשים,
7296073195191,אחדות ביתר ,שופרסל,          500טחינה שומשום מלא גרין,ברקודים חדשים,
7296073195207,אחדות ביתר ,שופרסל,          טחינה אורגנית גרין 500גר,ברקודים חדשים,
7296073195252,פרח P.L.,שופרסל,פריכיות אורז אורגניות 100 גרם,ברקודים חדשים,
7296073195269,פרח P.L.,שופרסל,פריכיות אורז +קינואה אורגניות 100 גרם,ברקודים חדשים,
7296073199274,טחנות ישראליות ,שופרסל,"קמח חיטה מלאה אורגני  1ק""ג",ברקודים חדשים,
7296073201427,חצר כנרת,חצר כנרת,"סילאן 350 גרם שופרסל מק""ט 34393697 קטיף",ברקודים חדשים,מסמן בפועל
7296073201434,חצר כנרת,חצר כנרת,"סילאן 900 גרם שופרסל מק""ט 34392699 קטיף",ברקודים חדשים,מסמן בפועל
7296073204879,"PL תפוגן בע""מ",שופרסל,שניצל תירס שופרסל 750גרם,ברקודים חדשים,
7296073204886,"PL תפוגן בע""מ",שופרסל,חטיפי תירס שופרסל 600גרם,ברקודים חדשים,
7296073205081,מיטב תעשיות רטבים PL,שופרסל,מיונז אמיתי 500 גרם שופרסל,ברקודים חדשים,
7296073205388,ויטה פרי גליל ,שופרסל,רסק עגבניות גרין 4*100גר,ברקודים חדשים,
7296073205388,ויטה פרי גליל ,שופרסל,רסק עגבניות  אורגניות   100*4,ברקודים חדשים,V
7296073205395,ויטה פרי גליל ,שופרסל,עגבנ.מרוסקות גרין2*300גר,ברקודים חדשים,
7296073205395,ויטה פרי גליל ,שופרסל,עגבניות מרוסקות 300*2,ברקודים חדשים,V
